ray_id,event_index,event_type,layer_index,x,y,z,dir_x,dir_y,dir_z,energy_kev,intensity,cumulative_distance,cumulative_steering_deg
2,3,layer_enter,1,0.04363766232054396,1.000152328043907,2.5,0.016204152576873593,0.3713906763541037,0.9283352793880597,60.0,0.98,13.463322173646855,1.0
2,4,layer_exit,1,0.04363766232054396,1.000152328043907,2.5,0.032403369211899125,0.3713906763541037,0.9279110879717727,60.0,0.9603999999999999,13.463322173646855,2.0
2,5,layer_enter,2,0.1309395860499133,2.0007618723427285,5.0,0.032403369211899125,0.3713906763541037,0.9279110879717727,60.0,0.9603999999999999,16.15754582546731,2.0
2,6,layer_exit,2,0.1309395860499133,2.0007618723427285,5.0,0.04859271546676422,0.3713906763541037,0.9272042458492129,60.0,0.9411919999999999,16.15754582546731,3.0
2,7,layer_enter,3,0.2619590342575163,3.0021342183406494,7.5,0.04859271546676422,0.3713906763541037,0.9272042458492129,60.0,0.9411919999999999,18.85382338372017,3.0
2,8,layer_exit,3,0.2619590342575163,3.0021342183406494,7.5,0.06476725990976993,0.3713906763541037,0.9262149683313382,60.0,0.9223681599999999,18.85382338372017,4.0
2,9,layer_enter,4,0.43677606411629233,4.004576116421822,10.0,0.06476725990976993,0.3713906763541037,0.9262149683313382,60.0,0.9223681599999999,21.55298079909209,4.0
2,10,layer_exit,4,0.43677606411629233,4.004576116421822,10.0,0.08092207561799261,0.3713906763541037,0.924943556761664,60.0,0.9039207967999998,21.55298079909209,5.0
2,11,detector_hit,,1.3116626993755325,8.01985546659521,20.0,0.08092207561799261,0.3713906763541037,0.924943556761664,60.0,0.9039207967999998,32.364451322775906,5.0
3,0,emitted,,2.0,-4.0,-10.0,-0.18257418583505536,0.3651483716701107,0.9128709291752768,60.0,1.0,0.0,0.0
3,1,layer_enter,0,2.220446049250313e-16,-4.440892098500626e-16,0.0,-0.18257418583505536,0.3651483716701107,0.9128709291752768,60.0,1.0,10.954451150103322,0.0
3,2,layer_exit,0,2.220446049250313e-16,-4.440892098500626e-16,0.0,-0.16661458442148722,0.36514837167011077,0.9159182534073235,60.0,0.98,10.954451150103322,1.0
3,3,layer_enter,1,-0.45477471324995794,0.9966729299031758,2.5,-0.16661458442148722,0.36514837167011077,0.9159182534073235,60.0,0.98,13.683952380916995,1.0
3,4,layer_exit,1,-0.45477471324995794,0.9966729299031758,2.5,-0.15060423059147252,0.3651483716701107,0.9186865800666826,60.0,0.9603999999999999,13.683952380916995,2.0
3,5,layer_enter,2,-0.864610433775398,1.9903425327714537,5.0,-0.15060423059147252,0.3651483716701107,0.9186865800666826,60.0,0.9603999999999999,16.405228661907774,2.0
3,6,layer_exit,2,-0.864610433775398,1.9903425327714537,5.0,-0.13454800125388372,0.3651483716701107,0.9211750658942368,60.0,0.9411919999999999,16.405228661907774,3.0
3,7,layer_enter,3,-1.2297636121326259,2.981327811220237,7.5,-0.13454800125388372,0.3651483716701107,0.9211750658942368,60.0,0.9411919999999999,19.11915361771746,3.0
3,8,layer_exit,3,-1.2297636121326259,2.981327811220237,7.5,-0.11845078729171724,0.3651483716701107,0.9233829528730965,60.0,0.9223681599999999,19.11915361771746,4.0
3,9,layer_enter,4,-1.550461506010672,3.9699435597944213,10.0,-0.11845078729171724,0.3651483716701107,0.9233829528730965,60.0,0.9223681599999999,21.82658934871214,4.0
3,10,layer_exit,4,-1.550461506010672,3.9699435597944213,10.0,-0.10231749207228316,0.3651483716701107,0.9253095684594994,60.0,0.9039207967999998,21.82658934871214,5.0
3,11,detector_hit,,-2.6562264906160546,7.916172844746349,20.0,-0.10231749207228316,0.3651483716701107,0.9253095684594994,60.0,0.9039207967999998,32.633783330990404,5.0
4,0,emitted,,4.0,-4.0,-10.0,-0.3481553119113957,0.3481553119113957,0.8703882797784892,60.0,1.0,0.0,0.0
4,1,layer_enter,0,0.0,0.0,0.0,-0.3481553119113957,0.3481553119113957,0.8703882797784892,60.0,1.0,11.489125293076057,0.0
4,2,layer_exit,0,0.0,0.0,0.0,-0.33291191615412125,0.3481553119113957,0.8763318634344356,60.0,0.98,11.489125293076057,1.0
4,3,layer_enter,1,-0.9497312891528469,0.9932176565705909,2.5,-0.33291191615412125,0.3481553119113957,0.8763318634344356,60.0,0.98,14.341925817984784,1.0
4,4,layer_exit,1,-0.9497312891528469,0.9932176565705909,2.5,-0.3175671122021961,0.34815531191139565,0.8820085079155623,60.0,0.9603999999999999,14.341925817984784,2.0
4,5,layer_enter,2,-1.849856144390065,1.9800429218228106,5.0,-0.3175671122021961,0.34815531191139565,0.8820085079155623,60.0,0.9603999999999999,17.176365596698727,2.0
4,6,layer_exit,2,-1.849856144390065,1.9800429218228106,5.0,-0.3021255742315525,0.3481553119113957,0.88741648406097,60.0,0.9411919999999999,17.176365596698727,3.0
4,7,layer_enter,3,-2.7009941941617295,2.960854407085563,7.5,-0.3021255742315525,0.3481553119113957,0.88741648406097,60.0,0.9411919999999999,19.99353210746667,3.0
4,8,layer_exit,3,-2.7009941941617295,2.960854407085563,7.5,-0.2865920058842418,0.34815531191139565,0.8925541445487358,60.0,0.9223681599999999,19.99353210746667,4.0
4,9,layer_enter,4,-3.50372422357955,3.936020210857105,10.0,-0.2865920058842418,0.34815531191139565,0.8925541445487358,60.0,0.9223681599999999,22.794482632730286,4.0
4,10,layer_exit,4,-3.50372422357955,3.936020210857105,10.0,-0.2709711388356596,0.34815531191139565,0.8974199243977061,60.0,0.9039207967999998,22.794482632730286,5.0
4,11,detector_hit,,-6.523170655165288,7.815534164651439,20.0,-0.2709711388356596,0.34815531191139565,0.8974199243977061,60.0,0.9039207967999998,33.93753810557528,5.0
5,0,emitted,,-4.0,-2.0,-10.0,0.3651483716701107,0.18257418583505536,0.9128709291752768,60.0,1.0,0.0,0.0
5,1,layer_enter,0,-4.440892098500626e-16,-2.220446049250313e-16,0.0,0.3651483716701107,0.18257418583505536,0.9128709291752768,60.0,1.0,10.954451150103322,0.0
5,2,layer_exit,0,-4.440892098500626e-16,-2.220446049250313e-16,0.0,0.38102455228521726,0.18257418583505539,0.9063591767188749,60.0,0.98,10.954451150103322,1.0
5,3,layer_enter,1,1.0509756012637563,0.5035922582479802,2.5,0.38102455228521726,0.18257418583505539,0.9063591767188749,60.0,0.98,13.71273954637718,1.0
5,4,layer_exit,1,1.0509756012637563,0.5035922582479802,2.5,0.3967846691306299,0.18257418583505539,0.8995713384771458,60.0,0.9603999999999999,13.71273954637718,2.0
