sphere_id,layer_index,ring_index,x,y,z,sphere_radius,ring_radius,azimuth_deg,steering_angle_deg
245,10,5,5.176380902050415,19.318516525781366,25.0,1.0,20.0,75.0,40.0
246,10,6,1.2246467991473533e-15,20.0,25.0,1.0,20.0,90.0,40.0
247,10,7,-5.176380902050413,19.318516525781366,25.0,1.0,20.0,105.0,40.0
248,10,8,-9.999999999999996,17.320508075688775,25.0,1.0,20.0,119.99999999999999,40.0
249,10,9,-14.14213562373095,14.142135623730951,25.0,1.0,20.0,135.0,40.0
250,10,10,-17.320508075688775,9.999999999999998,25.0,1.0,20.0,150.0,40.0
251,10,11,-19.318516525781362,5.17638090205042,25.0,1.0,20.0,165.0,40.0
252,10,12,-20.0,2.4492935982947065e-15,25.0,1.0,20.0,180.0,40.0
253,10,13,-19.318516525781366,-5.176380902050416,25.0,1.0,20.0,195.0,40.0
254,10,14,-17.320508075688778,-9.999999999999995,25.0,1.0,20.0,210.0,40.0
255,10,15,-14.142135623730958,-14.142135623730942,25.0,1.0,20.0,224.99999999999997,40.0
256,10,16,-10.000000000000009,-17.320508075688767,25.0,1.0,20.0,239.99999999999997,40.0
257,10,17,-5.176380902050413,-19.318516525781366,25.0,1.0,20.0,255.00000000000003,40.0
258,10,18,-3.673940397442059e-15,-20.0,25.0,1.0,20.0,270.0,40.0
259,10,19,5.176380902050406,-19.31851652578137,25.0,1.0,20.0,285.0,40.0
260,10,20,10.000000000000002,-17.32050807568877,25.0,1.0,20.0,300.0,40.0
261,10,21,14.142135623730947,-14.142135623730955,25.0,1.0,20.0,315.0,40.0
262,10,22,17.320508075688767,-10.000000000000009,25.0,1.0,20.0,330.0,40.0
263,10,23,19.318516525781362,-5.176380902050432,25.0,1.0,20.0,344.99999999999994,40.0
